"text","label"
"I want to use Room C111 for all my English lectures, ignoring group/time details.","SOFT_ROOM_PREFERENCE"
"Assign my Monday Math lecture to Room C202 for Group 3A2, if possible.","SOFT_ROOM_PREFERENCE"
"I'd like my Physics seminary in Room C555, no group or day details given.","SOFT_ROOM_PREFERENCE"
"Let me keep my Chemistry labs in C002, that's my personal preference.","SOFT_ROOM_PREFERENCE"
"For Group 1B3, I'd enjoy having the English lecture in Room C303.","SOFT_ROOM_PREFERENCE"
"Could my Biology seminary be held in Room C444 each week? No time mention.","SOFT_ROOM_PREFERENCE"
"Have me in Room C321 for any History event. I'll figure out the day/time later.","SOFT_ROOM_PREFERENCE"
"I prefer Room C111 for all lectures, no matter the subject or group.","SOFT_ROOM_PREFERENCE"
"For the Physics lab, I'd love to teach in Room C202, especially on Thursdays.","SOFT_ROOM_PREFERENCE"
"I'm comfortable in Room C313 for my Math seminary, no group or day specified.","SOFT_ROOM_PREFERENCE"
"Please keep my Chemistry lecture in Room C414. If a group is needed, let's say 1B3.","SOFT_ROOM_PREFERENCE"
"Could we always place my History lecture in Room C612 for Group 3E1?","SOFT_ROOM_PREFERENCE"
"Let me do my English labs in Room C707. I'm a professor with ID ProfXYZ.","SOFT_ROOM_PREFERENCE"
"I want to use Room C808 for my Monday Physics lecture if there's space.","SOFT_ROOM_PREFERENCE"
"For Biology, I'd like to stay in Room C919. No day/time or group detail given.","SOFT_ROOM_PREFERENCE"
"Keep all my Math events in Room C001, ignoring group/time constraints.","SOFT_ROOM_PREFERENCE"

"Please move my Math lecture for Group 3A2 from Monday at 09:00 to Monday at 11:00.","SOFT_TIME_CHANGE"
"Could you reschedule my Physics laboratory from Tuesday at 14:00 to Thursday at 16:00?","SOFT_TIME_CHANGE"
"I want to shift my Biology seminary from Wednesday 10:00 to 12:00.","SOFT_TIME_CHANGE"
"Change my Chemistry lab for Group 1B3 from Friday at 08:00 to Friday at 10:00.","SOFT_TIME_CHANGE"
"Can we move my History lecture from Thursday at 16:00 to Tuesday at 14:00?","SOFT_TIME_CHANGE"
"Reschedule the English seminary for Group 3E1 from Monday at 15:00 to Monday at 17:00.","SOFT_TIME_CHANGE"
"Could my Math lecture on Wednesday at 13:00 be shifted to Thursday at 15:00?","SOFT_TIME_CHANGE"
"Move my Physics lab for Group 3A2 from Tuesday 09:00 to Wednesday 11:00, please.","SOFT_TIME_CHANGE"
"Switch the assigned time for my Biology lecture on Friday from 08:00 to 10:00.","SOFT_TIME_CHANGE"
"Adjust my English seminary from Monday 14:00 to Monday 16:00 for Group 1B3.","SOFT_TIME_CHANGE"
"Reschedule my History lecture on Wednesday from 10:00 to 12:00.","SOFT_TIME_CHANGE"
"Move the Math lab for Group 3E1 from Tuesday at 11:00 to Thursday at 13:00.","SOFT_TIME_CHANGE"
"I want my Chemistry seminary to be shifted from Friday 15:00 to Friday 17:00.","SOFT_TIME_CHANGE"
"Change my Physics lecture on Monday from 10:00 to 12:00, Group 3A2.","SOFT_TIME_CHANGE"
"Reschedule the Biology seminary from Thursday 14:00 to Thursday 16:00 for Group 1B3.","SOFT_TIME_CHANGE"
"Could my English lecture be moved from Tuesday 09:00 to Wednesday 11:00?","SOFT_TIME_CHANGE"
"Change my Math lecture from Monday at 08:00 to Tuesday at 10:00 for Group 3E1.","SOFT_TIME_CHANGE"
"Move my Physics seminary from Thursday 16:00 to Friday 10:00, Group 1B3.","SOFT_TIME_CHANGE"
"Please shift my Chemistry lab from Wednesday 14:00 to Wednesday 16:00.","SOFT_TIME_CHANGE"
"Reschedule the History lecture for Group 3A2 from Monday at 10:00 to Monday at 12:00.","SOFT_TIME_CHANGE"
"Switch my English seminary from Thursday 08:00 to Friday 09:00 for Group 3E1.","SOFT_TIME_CHANGE"
"Adjust my Biology lab from Tuesday at 13:00 to Tuesday at 15:00, Group 1B3.","SOFT_TIME_CHANGE"
"I'd like my Physics lecture moved from Friday 11:00 to Friday 13:00 for Group 3A2.","SOFT_TIME_CHANGE"
"Could you change my Chemistry seminary from Wednesday 09:00 to Thursday 11:00?","SOFT_TIME_CHANGE"
"Reschedule my Math lecture for Group 1B3 from Monday at 14:00 to Monday at 16:00.","SOFT_TIME_CHANGE"
"Shift my English lecture from Tuesday 10:00 to Wednesday 12:00, Group 3E1.","SOFT_TIME_CHANGE"
"Please move my Biology lab from Thursday at 09:00 to Thursday at 11:00.","SOFT_TIME_CHANGE"
"Change the assigned time for my Physics lecture on Friday from 08:00 to 10:00.","SOFT_TIME_CHANGE"
"Could my History seminary be shifted from Monday 15:00 to Tuesday 17:00 for Group 1B3?","SOFT_TIME_CHANGE"
"Reschedule my Chemistry lecture from Wednesday at 13:00 to Wednesday at 15:00.","SOFT_TIME_CHANGE"
"Move the Math lab for Group 3A2 from Thursday 10:00 to Friday 12:00.","SOFT_TIME_CHANGE"
"Switch my Biology seminary from Tuesday 08:00 to Wednesday 10:00 for Group 1B3.","SOFT_TIME_CHANGE"
"Could you reschedule the Physics lecture from Monday 14:00 to Tuesday 16:00?","SOFT_TIME_CHANGE"
"Change my English lecture for Group 3E1 from Thursday at 09:00 to Thursday at 11:00.","SOFT_TIME_CHANGE"
"Please adjust my History seminary from Friday 10:00 to Friday 12:00.","SOFT_TIME_CHANGE"
"Move the Chemistry lab from Wednesday 08:00 to Wednesday 10:00, Group 1B3.","SOFT_TIME_CHANGE"
"Reschedule the Physics lecture from Monday at 12:00 to Monday at 14:00 for Group 3A2.","SOFT_TIME_CHANGE"
"I need my English lecture to be moved from Tuesday 14:00 to Wednesday 16:00.","SOFT_TIME_CHANGE"
"Switch my Biology seminary from Thursday at 15:00 to Friday at 10:00 for Group 3E1.","SOFT_TIME_CHANGE"
"Reschedule the Math lecture on Monday from 09:00 to Tuesday at 11:00, Group 1B3.","SOFT_TIME_CHANGE"
"Could my Physics seminary be shifted from Wednesday 10:00 to Thursday 12:00?","SOFT_TIME_CHANGE"
"Adjust my Chemistry lecture for Group 3A2 from Friday at 08:00 to Friday at 10:00.","SOFT_TIME_CHANGE"
"Change the assigned time for my History lecture from Tuesday 09:00 to Wednesday 11:00.","SOFT_TIME_CHANGE"
"Move my Biology lab for Group 1B3 from Thursday 16:00 to Friday 09:00.","SOFT_TIME_CHANGE"
"Reschedule my Physics lecture from Monday 14:00 to Tuesday 16:00, Group 3E1.","SOFT_TIME_CHANGE"
"Could you change my English seminary from Wednesday 08:00 to Wednesday 10:00?","SOFT_TIME_CHANGE"
"Switch my Math lab for Group 3A2 from Thursday 10:00 to Friday 12:00.","SOFT_TIME_CHANGE"
"Adjust my Biology lecture from Friday at 09:00 to Friday at 11:00, Group 1B3.","SOFT_TIME_CHANGE"
"Change my Chemistry seminary on Tuesday from 11:00 to Tuesday at 13:00 for Group 3E1.","SOFT_TIME_CHANGE"
"Reschedule my Physics lab from Wednesday 09:00 to Thursday 10:00 for Group 3A2.","SOFT_TIME_CHANGE"


"Add a break from 10:00 to 11:00 on Monday.","SOFT_ADD_WINDOW"
"Could you schedule a pause from 14:00 to 15:00 on Wednesday?","SOFT_ADD_WINDOW"
"Please insert a break on Tuesday between 12:00 and 13:00 for my lecture schedule.","SOFT_ADD_WINDOW"
"I need a break after my History class on Friday from 09:00 to 10:00.","SOFT_ADD_WINDOW"
"Let's add a short break on Thursday, maybe from 11:00 to 12:00.","SOFT_ADD_WINDOW"
"Include a rest period from 15:00 to 16:00 on Monday, please.","SOFT_ADD_WINDOW"
"Can you add a break on Wednesday, anytime between 13:00 and 14:00?","SOFT_ADD_WINDOW"
"I'd like to have a pause from 10:00 to 11:00 on Friday morning.","SOFT_ADD_WINDOW"
"Schedule a break from 14:00 to 15:00 on Tuesday.","SOFT_ADD_WINDOW"
"Please insert a short rest time on Thursday afternoon from 16:00 to 17:00.","SOFT_ADD_WINDOW"
"Could I have a break on Monday from 08:00 to 09:00?","SOFT_ADD_WINDOW"
"I need a gap from 11:00 to 12:00 on Wednesday for a quick meeting.","SOFT_ADD_WINDOW"
"Let's add a break during my Tuesday schedule, anytime after 14:00.","SOFT_ADD_WINDOW"
"Add a pause on Thursday morning from 09:00 to 10:00, if possible.","SOFT_ADD_WINDOW"
"Include a break from 10:00 to 11:00 on Friday.","SOFT_ADD_WINDOW"
"I'd like a break inserted on Monday between 13:00 and 14:00.","SOFT_ADD_WINDOW"
"Can you schedule a break on Wednesday from 12:00 to 13:00?","SOFT_ADD_WINDOW"
"Please add a rest period on Tuesday, maybe from 15:00 to 16:00.","SOFT_ADD_WINDOW"
"Insert a break during my Friday lectures, preferably from 10:00 to 11:00.","SOFT_ADD_WINDOW"
"Include a short pause on Thursday from 14:00 to 15:00.","SOFT_ADD_WINDOW"
"Could you schedule a break on Monday morning from 09:00 to 10:00?","SOFT_ADD_WINDOW"
"I'd like to have a break on Tuesday between 11:00 and 12:00.","SOFT_ADD_WINDOW"
"Schedule a gap from 13:00 to 14:00 on Wednesday, please.","SOFT_ADD_WINDOW"
"Add a pause on Friday from 08:00 to 09:00.","SOFT_ADD_WINDOW"
"Insert a break during my Thursday schedule, anytime between 14:00 and 15:00.","SOFT_ADD_WINDOW"
"Include a rest window from 09:00 to 10:00 on Tuesday morning.","SOFT_ADD_WINDOW"
"I want a break inserted on Monday afternoon from 15:00 to 16:00.","SOFT_ADD_WINDOW"
"Let's add a break on Wednesday between 10:00 and 11:00.","SOFT_ADD_WINDOW"
"Could you schedule a rest period on Tuesday from 12:00 to 13:00?","SOFT_ADD_WINDOW"
"I need a pause on Friday, maybe from 11:00 to 12:00.","SOFT_ADD_WINDOW"
"Add a short gap from 10:00 to 11:00 on Thursday, please.","SOFT_ADD_WINDOW"
"Please include a break on Monday from 14:00 to 15:00.","SOFT_ADD_WINDOW"
"I'd like a rest period on Tuesday between 09:00 and 10:00.","SOFT_ADD_WINDOW"
"Schedule a pause from 11:00 to 12:00 on Wednesday.","SOFT_ADD_WINDOW"
"Insert a break during my Friday classes, preferably from 15:00 to 16:00.","SOFT_ADD_WINDOW"
"Add a gap on Thursday morning from 08:00 to 09:00, if possible.","SOFT_ADD_WINDOW"
"Include a break during my Tuesday schedule, maybe from 10:00 to 11:00.","SOFT_ADD_WINDOW"
"Could I have a rest period on Monday from 13:00 to 14:00?","SOFT_ADD_WINDOW"
"Let's add a pause on Wednesday between 14:00 and 15:00.","SOFT_ADD_WINDOW"
"I need a break on Tuesday from 12:00 to 13:00, please.","SOFT_ADD_WINDOW"
"Schedule a short gap on Friday morning from 09:00 to 10:00.","SOFT_ADD_WINDOW"
"Insert a rest window during my Thursday classes from 14:00 to 15:00.","SOFT_ADD_WINDOW"
"Add a pause from 10:00 to 11:00 on Monday, if possible.","SOFT_ADD_WINDOW"
"Include a break during my Wednesday lectures from 11:00 to 12:00.","SOFT_ADD_WINDOW"
"Let's schedule a gap on Tuesday from 15:00 to 16:00.","SOFT_ADD_WINDOW"
"Could you add a break on Friday between 13:00 and 14:00?","SOFT_ADD_WINDOW"
"Please insert a rest period on Thursday from 08:00 to 09:00.","SOFT_ADD_WINDOW"
"Add a short break during my Monday classes from 10:00 to 11:00.","SOFT_ADD_WINDOW"
"I need a gap on Wednesday from 12:00 to 13:00, please.","SOFT_ADD_WINDOW"
"Schedule a pause on Friday between 14:00 and 15:00.","SOFT_ADD_WINDOW"

"Please remove the break on Monday from 10:00 to 11:00.","SOFT_REMOVE_WINDOW"
"Cancel my 14:00 to 15:00 break on Wednesday.","SOFT_REMOVE_WINDOW"
"I don't need the break on Tuesday from 12:00 to 13:00 anymore.","SOFT_REMOVE_WINDOW"
"Remove the window on Friday between 09:00 and 10:00, please.","SOFT_REMOVE_WINDOW"
"Eliminate the pause on Thursday from 11:00 to 12:00.","SOFT_REMOVE_WINDOW"
"Can you remove the break from 15:00 to 16:00 on Monday?","SOFT_REMOVE_WINDOW"
"I no longer require a gap on Wednesday from 13:00 to 14:00.","SOFT_REMOVE_WINDOW"
"Please delete the rest window from 10:00 to 11:00 on Friday morning.","SOFT_REMOVE_WINDOW"
"Remove the scheduled break on Tuesday from 14:00 to 15:00.","SOFT_REMOVE_WINDOW"
"I don't need a pause on Thursday afternoon from 16:00 to 17:00.","SOFT_REMOVE_WINDOW"
"Cancel the break on Monday morning from 08:00 to 09:00.","SOFT_REMOVE_WINDOW"
"Let's remove the gap on Wednesday between 11:00 and 12:00.","SOFT_REMOVE_WINDOW"
"I'd like to remove the pause from 12:00 to 13:00 on Tuesday.","SOFT_REMOVE_WINDOW"
"Remove the rest period on Thursday from 09:00 to 10:00.","SOFT_REMOVE_WINDOW"
"Delete the break on Friday from 10:00 to 11:00.","SOFT_REMOVE_WINDOW"
"I don't need a break on Monday between 13:00 and 14:00.","SOFT_REMOVE_WINDOW"
"Eliminate the window on Tuesday from 11:00 to 12:00.","SOFT_REMOVE_WINDOW"
"Please cancel the gap on Wednesday from 15:00 to 16:00.","SOFT_REMOVE_WINDOW"
"Remove my Friday morning pause from 08:00 to 09:00.","SOFT_REMOVE_WINDOW"
"Delete the rest period on Thursday between 14:00 and 15:00.","SOFT_REMOVE_WINDOW"
"I don't need the scheduled break on Monday morning from 09:00 to 10:00.","SOFT_REMOVE_WINDOW"
"Let's cancel the window on Tuesday from 10:00 to 11:00.","SOFT_REMOVE_WINDOW"
"Remove the break during my Wednesday schedule from 13:00 to 14:00.","SOFT_REMOVE_WINDOW"
"Eliminate the rest window on Friday from 15:00 to 16:00.","SOFT_REMOVE_WINDOW"
"Cancel the scheduled pause on Thursday morning from 08:00 to 09:00.","SOFT_REMOVE_WINDOW"
"Remove the gap during my Tuesday classes, preferably from 14:00 to 15:00.","SOFT_REMOVE_WINDOW"
"I don't need a pause on Monday from 11:00 to 12:00.","SOFT_REMOVE_WINDOW"
"Delete the break from 10:00 to 11:00 on Wednesday.","SOFT_REMOVE_WINDOW"
"Remove the rest period from 12:00 to 13:00 on Tuesday.","SOFT_REMOVE_WINDOW"
"Cancel my scheduled pause on Friday between 14:00 and 15:00.","SOFT_REMOVE_WINDOW"
"I no longer need the break on Thursday morning from 09:00 to 10:00.","SOFT_REMOVE_WINDOW"
"Let's remove the window on Monday between 15:00 and 16:00.","SOFT_REMOVE_WINDOW"
"Please cancel the gap during my Wednesday schedule, maybe from 10:00 to 11:00.","SOFT_REMOVE_WINDOW"
"I want to delete the pause on Friday from 13:00 to 14:00.","SOFT_REMOVE_WINDOW"
"Remove the scheduled rest on Tuesday morning from 08:00 to 09:00.","SOFT_REMOVE_WINDOW"
"Eliminate the break from 14:00 to 15:00 on Thursday, please.","SOFT_REMOVE_WINDOW"
"I'd like to remove the rest period on Monday from 10:00 to 11:00.","SOFT_REMOVE_WINDOW"
"Cancel the pause from 12:00 to 13:00 on Wednesday.","SOFT_REMOVE_WINDOW"
"Delete the gap from 09:00 to 10:00 on Friday morning.","SOFT_REMOVE_WINDOW"
"Remove the break on Thursday between 15:00 and 16:00.","SOFT_REMOVE_WINDOW"
"Please cancel the scheduled window on Tuesday from 11:00 to 12:00.","SOFT_REMOVE_WINDOW"
"Eliminate the rest period from 10:00 to 11:00 on Monday.","SOFT_REMOVE_WINDOW"
"I don't need the gap during my Wednesday classes, preferably from 12:00 to 13:00.","SOFT_REMOVE_WINDOW"
"Let's delete the break from 14:00 to 15:00 on Friday.","SOFT_REMOVE_WINDOW"
"Cancel the rest window on Thursday from 08:00 to 09:00, if possible.","SOFT_REMOVE_WINDOW"
"I no longer need the pause on Tuesday from 09:00 to 10:00.","SOFT_REMOVE_WINDOW"
"Please remove the scheduled break on Monday from 13:00 to 14:00.","SOFT_REMOVE_WINDOW"
"Delete the gap from 15:00 to 16:00 on Wednesday afternoon.","SOFT_REMOVE_WINDOW"
"Remove the rest period from 10:00 to 11:00 on Thursday, please.","SOFT_REMOVE_WINDOW"
"Cancel the scheduled pause during my Friday classes from 12:00 to 13:00.","SOFT_REMOVE_WINDOW"
"I no longer need a window on Thursday at 10:00.",SOFT_REMOVE_WINDOW

"I cannot have any classes on Monday.","SOFT_DAY_OFF"
"Please ensure I don't have any classes scheduled on Wednesday.","SOFT_DAY_OFF"
"Mark Friday as my day off, no lectures or labs, please.","SOFT_DAY_OFF"
"I want no sessions on Sunday, any time of the day.","SOFT_DAY_OFF"
"Make sure I have no classes on Tuesday, the entire day.","SOFT_DAY_OFF"
"Please block my Thursday schedule entirely for personal reasons.","SOFT_DAY_OFF"
"I can't work on Saturday at all.","SOFT_DAY_OFF"
"No lectures or labs for me on Monday, please mark it as unavailable.","SOFT_DAY_OFF"
"Ensure I'm off on Wednesday, no courses at all.","SOFT_DAY_OFF"
"Can you mark Sunday as a complete day off for me?","SOFT_DAY_OFF"
"I need Fridays free, no academic commitments, please.","SOFT_DAY_OFF"
"Keep Tuesday open for me, I cannot teach on that day.","SOFT_DAY_OFF"
"I need Monday to be a day off, please block it fully.","SOFT_DAY_OFF"
"Don't assign me any sessions on Thursday.","SOFT_DAY_OFF"
"Ensure my Saturday remains a free day, no classes at all.","SOFT_DAY_OFF"
"Mark Wednesday as unavailable for me, no teaching or meetings.","SOFT_DAY_OFF"
"I cannot attend or teach on Tuesday at all.","SOFT_DAY_OFF"
"Please block my Sunday schedule entirely, no sessions needed.","SOFT_DAY_OFF"
"I want my Friday completely free, no teaching responsibilities.","SOFT_DAY_OFF"
"Mark Monday as unavailable for any courses or sessions.","SOFT_DAY_OFF"
"I need Thursdays to remain free of any commitments.","SOFT_DAY_OFF"
"Can you ensure I don't have classes on Saturday?","SOFT_DAY_OFF"
"I can't handle sessions on Wednesday, please keep it free.","SOFT_DAY_OFF"
"Keep Friday open for me, no assignments at all.","SOFT_DAY_OFF"
"I need Sunday marked as my day off, no obligations.","SOFT_DAY_OFF"
"Please make sure I don't have any teaching duties on Tuesday.","SOFT_DAY_OFF"
"I want my Monday schedule to remain empty, no courses assigned.","SOFT_DAY_OFF"
"Block Wednesday for me as a non-working day, please.","SOFT_DAY_OFF"
"Ensure Saturday stays free of any academic work for me.","SOFT_DAY_OFF"
"Don't schedule any lectures or labs for me on Thursday.","SOFT_DAY_OFF"
"I need Tuesday to be fully open, no commitments that day.","SOFT_DAY_OFF"
"Mark Sunday as unavailable for me, no teaching responsibilities.","SOFT_DAY_OFF"
"Please ensure my Friday is entirely free of classes.","SOFT_DAY_OFF"
"I cannot teach or attend sessions on Monday, mark it as off.","SOFT_DAY_OFF"
"Block Thursday for me, no teaching or meetings allowed.","SOFT_DAY_OFF"
"Ensure my Saturday schedule is clear of any classes.","SOFT_DAY_OFF"
"Keep Wednesday free for me, no academic duties assigned.","SOFT_DAY_OFF"
"I need Friday off entirely, no obligations or teaching sessions.","SOFT_DAY_OFF"
"Mark Tuesday as unavailable for me, no classes allowed.","SOFT_DAY_OFF"
"I want Sunday to remain free, no lectures or assignments.","SOFT_DAY_OFF"
"Don't give me any sessions on Monday, I need it off completely.","SOFT_DAY_OFF"
"Please ensure Thursday is entirely open, no academic work assigned.","SOFT_DAY_OFF"
"Make sure I don't have classes or commitments on Saturday.","SOFT_DAY_OFF"
"I need Wednesday to be blocked as a personal day, no courses.","SOFT_DAY_OFF"
"Mark Monday as unavailable for any obligations.","SOFT_DAY_OFF"
"Keep Friday completely free for me, no sessions assigned.","SOFT_DAY_OFF"
"Don't schedule anything for me on Sunday, I need it fully open.","SOFT_DAY_OFF"
"I cannot teach on Thursday, please ensure it's marked as unavailable.","SOFT_DAY_OFF"
"Keep Saturday as a non-teaching day for me, no obligations.","SOFT_DAY_OFF"

"Please schedule my Math lectures only on even weeks.","SOFT_WEEK_EVENNESS"
"I want my Physics seminary to take place only during odd weeks.","SOFT_WEEK_EVENNESS"
"Ensure the Chemistry course runs on weeks 2, 4, 6, and so on.","SOFT_WEEK_EVENNESS"
"Let my Biology laboratory sessions occur biweekly on odd weeks.","SOFT_WEEK_EVENNESS"
"Schedule the English lectures only during even-numbered weeks.","SOFT_WEEK_EVENNESS"
"The History seminar should happen every other week, starting with week 1.","SOFT_WEEK_EVENNESS"
"I prefer to teach my Programming course only on even weeks.","SOFT_WEEK_EVENNESS"
